difficulty	stability	retrievability	delta_t	reps	lapses	last_date	due	r_history	t_history	p_history	states	time	factor
3.18	416.51	0.99	48.0	6	0	251.0	670	2,4,4,3,4,3	0,1.0,4.0,14.0,39.0,142.0	0.19,0.92,0.92,0.93,0.92,0.92	tensor([416.5139,   3.1797])	0.01	2.95
9.99	24.09	0.95	12.0	10	3	287.0	316	3,3,3,3,1,3,2,3,1,2,4,3,2,3,3,1,3,2,2,3,3,3,2,3,2,3	0,1.0,3.0,8.0,20.0,1.0,3.0,4.0,9.0,1.0,2.0,5.0,10.0,12.0,22.0,40.0,1.0,3.0,4.0,5.0,7.0,9.0,12.0,14.0,18.0,22.0	0.3,0.98,0.96,0.94,0.93,0.98,0.95,0.94,0.90,0.96,0.93,0.89,0.89,0.87,0.84,0.82,0.98,0.94,0.92,0.90,0.90,0.90,0.90,0.89,0.90,0.88	tensor([24.0885,  9.9859])	0.04	1.3
3.75	201.72	0.93	146.0	5	0	153.0	311	4,3,3,3,3	0,4.0,10.0,25.0,63.0	0.33,0.96,0.95,0.94,0.93	tensor([201.7178,   3.7541])	0.01	2.5
3.18	423.07	0.99	28.0	6	0	271.0	714	2,4,4,4,3,3	0,1.0,4.0,14.0,51.0,150.0	0.19,0.92,0.92,0.93,0.93,0.91	tensor([423.0717,   3.1834])	0.01	2.95
2.86	335.03	0.97	88.0	6	0	211.0	508	3,4,3,4,3,3	0,1.0,4.0,11.0,38.0,106.0	0.3,0.98,0.96,0.94,0.94,0.93	tensor([335.0273,   2.8565])	0.01	2.8
3.75	201.72	0.93	146.0	5	0	153.0	311	4,3,3,3,3	0,4.0,10.0,25.0,63.0	0.33,0.96,0.95,0.94,0.93	tensor([201.7178,   3.7541])	0.01	2.5
1.28	440.19	0.97	128.0	5	0	171.0	450	4,3,3,4,4	0,4.0,10.0,25.0,81.0	0.33,0.96,0.95,0.94,0.94	tensor([440.1867,   1.2773])	0.01	2.8
8.63	50.23	0.87	67.0	6	3	232.0	344	2,2,3,1,3,1,3,3,4,4,1,3,3,4,3,2,4	0,1.0,2.0,5.0,1.0,3.0,1.0,3.0,6.0,15.0,41.0,1.0,3.0,6.0,16.0,35.0,42.0	0.19,0.92,0.85,0.88,0.94,0.87,0.92,0.84,0.82,0.83,0.87,0.98,0.95,0.91,0.87,0.86,0.84	tensor([50.2329,  8.6258])	0.03	2.2
9.91	43.15	0.97	12.0	8	1	287.0	377	3,3,2,3,3,2,2,1,2,3,3,3,3,4,2,3	0,1.0,3.0,4.0,9.0,21.0,25.0,30.0,1.0,2.0,4.0,7.0,12.0,20.0,44.0,53.0	0.3,0.98,0.96,0.95,0.94,0.92,0.91,0.89,0.98,0.96,0.93,0.90,0.88,0.87,0.85,0.82	tensor([43.1463,  9.9062])	0.03	1.7
7.45	114.62	0.94	65.0	7	5	234.0	357	4,4,1,3,2,4,1,1,1,3,4,3,1,2,3,3,4,3,4,3	0,4.0,13.0,1.0,3.0,4.0,12.0,1.0,1.0,1.0,3.0,7.0,14.0,1.0,2.0,4.0,7.0,15.0,27.0,63.0	0.33,0.96,0.95,0.98,0.96,0.94,0.94,0.98,0.94,0.90,0.82,0.84,0.87,0.97,0.93,0.90,0.88,0.87,0.88,0.89	tensor([114.6233,   7.4506])	0.04	1.95
9.32	68.07	0.93	44.0	8	0	255.0	379	2,2,3,3,4,2,3,2	0,1.0,2.0,5.0,12.0,37.0,44.0,103.0	0.19,0.92,0.85,0.88,0.88,0.89,0.87,0.86	tensor([68.0735,  9.3236])	0.01	2.2
1.29	455.01	0.99	60.0	5	0	239.0	592	4,4,4,3,3	0,4.0,13.0,45.0,126.0	0.33,0.96,0.95,0.95,0.93	tensor([455.0072,   1.2921])	0.01	2.8
4.07	236.39	0.95	117.0	7	0	182.0	374	3,2,3,4,4,2,4	0,1.0,2.0,5.0,15.0,49.0,59.0	0.3,0.98,0.96,0.94,0.94,0.93,0.92	tensor([236.3942,   4.0709])	0.02	2.65
4.39	518.14	1.0	3.0	7	0	296.0	858	2,3,3,3,3,4,4	0,1.0,3.0,8.0,20.0,50.0,163.0	0.19,0.92,0.91,0.91,0.90,0.89,0.89	tensor([518.1423,   4.3894])	0.02	2.8
1.28	601.52	0.99	61.0	5	1	238.0	671	4,1,4,4,4,3,4	0,4.0,1.0,4.0,13.0,44.0,121.0	0.33,0.96,0.96,0.94,0.94,0.94,0.93	tensor([601.5190,   1.2793])	0.02	2.9
1.0	699.89	0.99	60.0	5	0	239.0	698	4,4,4,3,4	0,4.0,13.0,45.0,126.0	0.33,0.96,0.95,0.95,0.93	tensor([699.8889,   1.0000])	0.01	2.95
9.96	9.14	0.98	2.0	3	3	297.0	317	1,3,2,4,4,1,4,4,4,2,1,4,3,3,1,3,3,3	0,1.0,3.0,4.0,12.0,39.0,1.0,4.0,14.0,50.0,60.0,1.0,4.0,11.0,30.0,1.0,3.0,8.0	0.19,0.91,0.88,0.84,0.83,0.87,0.98,0.93,0.90,0.90,0.88,0.98,0.94,0.90,0.86,0.98,0.94,0.87	tensor([9.1366, 9.9580])	0.04	2.5
5.61	256.04	0.96	98.0	7	0	201.0	503	2,2,3,3,4,3,4	0,1.0,2.0,5.0,12.0,37.0,93.0	0.19,0.92,0.85,0.88,0.88,0.89,0.88	tensor([256.0363,   5.6148])	0.02	2.65
7.46	119.71	0.97	30.0	8	0	269.0	396	4,2,4,2,2,3,3,2	0,4.0,5.0,15.0,18.0,22.0,48.0,106.0	0.33,0.96,0.95,0.95,0.94,0.93,0.92,0.91	tensor([119.7137,   7.4593])	0.01	2.05
3.17	373.54	0.98	76.0	6	0	223.0	589	2,3,4,4,4,3	0,1.0,3.0,10.0,34.0,124.0	0.19,0.92,0.91,0.92,0.93,0.92	tensor([373.5401,   3.1723])	0.01	2.95
8.06	68.19	0.86	99.0	5	1	200.0	318	2,3,4,3,2,1,3,3,3,4,3	0,1.0,3.0,10.0,27.0,32.0,1.0,3.0,7.0,16.0,48.0	0.19,0.92,0.91,0.92,0.91,0.90,0.98,0.95,0.91,0.87,0.85	tensor([68.1937,  8.0619])	0.02	2.45
8.75	66.92	0.95	33.0	8	0	266.0	472	1,3,3,3,3,2,2,4	0,1.0,3.0,8.0,20.0,50.0,60.0,72.0	0.19,0.91,0.88,0.87,0.86,0.84,0.82,0.79	tensor([66.9150,  8.7457])	0.02	2.35
1.28	631.04	0.99	61.0	6	0	238.0	665	4,2,4,3,4,4	0,4.0,5.0,15.0,38.0,124.0	0.33,0.96,0.95,0.95,0.94,0.94	tensor([631.0419,   1.2782])	0.01	2.8
2.84	387.8	0.97	102.0	5	1	197.0	512	3,4,3,1,4,3,3,4,4	0,1.0,4.0,11.0,1.0,4.0,10.0,26.0,88.0	0.3,0.98,0.96,0.94,0.97,0.95,0.94,0.92,0.92	tensor([387.7958,   2.8416])	0.02	2.9
2.53	444.46	0.99	22.0	6	0	277.0	629	4,4,3,2,4,3	0,4.0,13.0,34.0,41.0,133.0	0.33,0.96,0.95,0.94,0.93,0.93	tensor([444.4643,   2.5296])	0.01	2.65
1.63	504.68	0.99	35.0	5	1	264.0	656	3,4,4,3,1,3,4,4,3,4	0,1.0,4.0,14.0,39.0,1.0,3.0,10.0,36.0,104.0	0.3,0.98,0.96,0.95,0.94,0.98,0.97,0.95,0.94,0.92	tensor([504.6785,   1.6308])	0.02	3.05
2.52	205.35	0.96	86.0	5	0	213.0	350	4,3,4,4,2	0,4.0,10.0,33.0,114.0	0.33,0.96,0.95,0.95,0.94	tensor([205.3511,   2.5250])	0.01	2.65
6.24	75.24	0.96	31.0	5	2	268.0	336	2,2,4,3,3,3,1,2,3,3,1,2,4,3,4,4	0,1.0,2.0,6.0,15.0,38.0,95.0,1.0,2.0,4.0,9.0,1.0,2.0,5.0,10.0,25.0	0.19,0.92,0.85,0.91,0.90,0.89,0.88,0.99,0.97,0.95,0.91,0.96,0.93,0.89,0.89,0.90	tensor([75.2416,  6.2381])	0.03	2.25
6.21	223.51	0.97	61.0	6	1	238.0	544	1,3,2,4,2,1,4,2,4,3,4,4	0,1.0,3.0,4.0,12.0,14.0,1.0,4.0,5.0,14.0,32.0,96.0	0.19,0.91,0.88,0.84,0.83,0.81,0.96,0.88,0.86,0.83,0.84,0.85	tensor([223.5066,   6.2140])	0.03	2.6
6.2	110.29	0.94	61.0	6	1	238.0	341	4,2,4,3,2,1,4,2,4,2,3,4	0,4.0,5.0,15.0,38.0,46.0,1.0,4.0,5.0,14.0,17.0,37.0	0.33,0.96,0.95,0.95,0.94,0.92,0.98,0.96,0.95,0.93,0.92,0.91	tensor([110.2913,   6.2007])	0.02	2.3
5.65	256.17	0.98	47.0	7	0	252.0	567	2,4,4,2,3,3,3	0,1.0,4.0,14.0,17.0,45.0,119.0	0.19,0.92,0.92,0.93,0.92,0.91,0.89	tensor([256.1682,   5.6481])	0.02	2.65
5.0	304.29	0.99	37.0	5	1	262.0	597	1,3,3,3,2,1,4,4,4,3,4	0,1.0,3.0,8.0,20.0,24.0,1.0,4.0,12.0,38.0,99.0	0.19,0.91,0.88,0.87,0.86,0.83,0.97,0.91,0.90,0.90,0.89	tensor([304.2878,   5.0024])	0.02	2.75
1.28	302.42	0.94	162.0	5	0	137.0	316	4,4,2,4,4	0,4.0,13.0,16.0,52.0	0.33,0.96,0.95,0.95,0.94	tensor([302.4213,   1.2810])	0.01	2.8
1.61	470.79	0.97	113.0	6	0	186.0	525	3,3,4,3,4,4	0,1.0,3.0,10.0,27.0,93.0	0.3,0.98,0.96,0.95,0.93,0.93	tensor([470.7857,   1.6088])	0.01	2.95
5.0	280.04	0.98	42.0	6	2	257.0	532	3,3,3,3,2,1,3,4,1,2,4,3,4,4,4	0,1.0,3.0,8.0,20.0,24.0,1.0,3.0,8.0,1.0,2.0,5.0,11.0,30.0,88.0	0.3,0.98,0.96,0.94,0.93,0.92,0.98,0.95,0.92,0.96,0.93,0.90,0.88,0.89,0.90	tensor([280.0441,   4.9950])	0.03	2.55
4.08	305.51	0.97	84.0	7	0	215.0	499	3,4,2,3,3,4,3	0,1.0,4.0,5.0,13.0,33.0,107.0	0.3,0.98,0.96,0.95,0.93,0.92,0.92	tensor([305.5062,   4.0819])	0.02	2.65
1.6	367.03	0.96	149.0	6	0	150.0	401	3,2,4,4,4,4	0,1.0,2.0,6.0,20.0,69.0	0.3,0.98,0.96,0.95,0.94,0.94	tensor([367.0291,   1.6015])	0.02	2.95
4.41	252.1	0.95	113.0	6	0	186.0	446	2,3,4,3,4,3	0,1.0,3.0,10.0,27.0,93.0	0.19,0.92,0.91,0.92,0.91,0.92	tensor([252.0986,   4.4052])	0.01	2.8
2.51	305.74	0.95	145.0	5	0	154.0	359	4,3,3,3,4	0,4.0,10.0,25.0,63.0	0.33,0.96,0.95,0.94,0.93	tensor([305.7426,   2.5138])	0.01	2.65
6.87	100.78	0.91	85.0	7	0	214.0	338	2,3,2,4,4,3,2	0,1.0,3.0,4.0,12.0,39.0,103.0	0.19,0.92,0.91,0.88,0.90,0.91,0.90	tensor([100.7760,   6.8699])	0.01	2.5
8.44	86.24	0.98	16.0	7	0	283.0	433	1,4,4,3,2,3,2	0,1.0,4.0,14.0,39.0,47.0,125.0	0.19,0.91,0.89,0.91,0.90,0.88,0.86	tensor([86.2390,  8.4434])	0.01	2.5
3.17	373.54	0.98	74.0	6	0	225.0	591	2,3,4,4,4,3	0,1.0,3.0,10.0,34.0,124.0	0.19,0.92,0.91,0.92,0.93,0.92	tensor([373.5401,   3.1723])	0.01	2.95
2.52	411.89	0.98	63.0	6	0	236.0	554	4,3,2,4,4,3	0,4.0,10.0,12.0,37.0,120.0	0.33,0.96,0.95,0.94,0.94,0.94	tensor([411.8942,   2.5185])	0.01	2.65
2.53	304.73	0.97	99.0	6	0	200.0	402	4,4,2,4,2,4	0,4.0,13.0,16.0,52.0,62.0	0.33,0.96,0.95,0.95,0.94,0.93	tensor([304.7278,   2.5259])	0.01	2.65
4.09	191.24	0.98	44.0	5	1	255.0	422	3,4,1,4,4,3,4,2	0,1.0,4.0,1.0,4.0,14.0,39.0,139.0	0.3,0.98,0.96,0.96,0.94,0.94,0.92,0.93	tensor([191.2355,   4.0894])	0.02	2.75
6.54	148.1	0.94	83.0	6	1	216.0	390	3,3,4,3,1,4,2,3,3,3,3	0,1.0,3.0,10.0,27.0,1.0,4.0,5.0,12.0,29.0,71.0	0.3,0.98,0.96,0.95,0.93,0.98,0.95,0.94,0.93,0.91,0.90	tensor([148.0962,   6.5439])	0.02	2.45
5.97	36.62	0.97	11.0	3	1	288.0	320	1,4,4,4,3,1,3,4,3	0,1.0,4.0,14.0,51.0,150.0,1.0,3.0,11.0	0.19,0.91,0.89,0.91,0.91,0.89,0.99,0.97,0.94	tensor([36.6170,  5.9664])	0.02	2.9
1.29	455.01	0.99	58.0	5	0	241.0	594	4,4,4,3,3	0,4.0,13.0,45.0,126.0	0.33,0.96,0.95,0.95,0.93	tensor([455.0072,   1.2921])	0.01	2.8
5.94	370.65	1.0	1.0	7	0	298.0	860	1,3,3,3,3,4,4	0,1.0,3.0,8.0,20.0,50.0,163.0	0.19,0.91,0.88,0.87,0.86,0.84,0.84	tensor([370.6483,   5.9407])	0.02	2.8
4.07	296.35	0.96	115.0	7	0	184.0	438	3,3,3,2,4,3,4	0,1.0,3.0,8.0,10.0,31.0,78.0	0.3,0.98,0.96,0.94,0.93,0.93,0.91	tensor([296.3480,   4.0708])	0.02	2.65
7.2	121.74	0.89	133.0	6	0	166.0	357	1,3,4,3,3,3	0,1.0,3.0,10.0,27.0,72.0	0.19,0.91,0.88,0.89,0.88,0.87	tensor([121.7418,   7.1978])	0.01	2.65
6.24	75.49	0.93	49.0	4	3	250.0	329	3,3,3,4,1,4,2,2,2,4,3,1,3,4,3,1,4,3,4,4	0,1.0,3.0,8.0,26.0,1.0,4.0,5.0,6.0,7.0,20.0,46.0,1.0,3.0,8.0,18.0,1.0,4.0,9.0,26.0	0.3,0.98,0.96,0.94,0.94,0.98,0.96,0.94,0.93,0.92,0.90,0.88,0.98,0.95,0.91,0.88,0.97,0.91,0.89,0.89	tensor([75.4913,  6.2381])	0.04	2.5
4.06	373.09	0.98	78.0	8	0	221.0	549	3,3,2,4,2,3,4,4	0,1.0,3.0,4.0,12.0,14.0,33.0,101.0	0.3,0.98,0.96,0.95,0.94,0.93,0.92,0.91	tensor([373.0916,   4.0634])	0.02	2.65
7.77	121.47	0.95	54.0	9	0	245.0	401	3,2,4,2,4,2,3,2,3	0,1.0,2.0,6.0,7.0,21.0,25.0,59.0,71.0	0.3,0.98,0.96,0.95,0.94,0.93,0.92,0.91,0.89	tensor([121.4724,   7.7732])	0.02	2.2
7.47	117.87	0.91	103.0	5	1	196.0	391	1,3,4,2,1,3,4,4,3,3	0,1.0,3.0,10.0,12.0,1.0,3.0,9.0,29.0,75.0	0.19,0.91,0.88,0.89,0.87,0.96,0.91,0.85,0.86,0.86	tensor([117.8656,   7.4682])	0.02	2.6
4.39	419.84	1.0	4.0	7	0	295.0	768	2,2,4,3,4,4,3	0,1.0,2.0,6.0,15.0,49.0,169.0	0.19,0.92,0.85,0.91,0.90,0.91,0.91	tensor([419.8422,   4.3931])	0.02	2.8
2.52	293.61	0.95	126.0	5	0	173.0	388	4,3,3,4,3	0,4.0,10.0,25.0,81.0	0.33,0.96,0.95,0.94,0.94	tensor([293.6080,   2.5175])	0.01	2.65
5.97	140.04	0.96	54.0	6	0	245.0	411	1,4,3,4,4,2	0,1.0,4.0,11.0,38.0,138.0	0.19,0.91,0.89,0.89,0.90,0.90	tensor([140.0402,   5.9723])	0.01	2.8
6.55	179.41	0.97	53.0	8	0	246.0	450	3,3,3,4,2,2,3,3	0,1.0,3.0,8.0,26.0,31.0,37.0,87.0	0.3,0.98,0.96,0.94,0.94,0.93,0.91,0.90	tensor([179.4132,   6.5513])	0.02	2.35
4.4	256.9	0.95	133.0	6	0	166.0	414	2,3,4,3,3,4	0,1.0,3.0,10.0,27.0,72.0	0.19,0.92,0.91,0.92,0.91,0.90	tensor([256.8975,   4.4014])	0.01	2.8
8.42	141.15	0.97	38.0	7	0	261.0	574	1,3,3,3,3,3,3	0,1.0,3.0,8.0,20.0,50.0,125.0	0.19,0.91,0.88,0.87,0.86,0.84,0.82	tensor([141.1483,   8.4176])	0.01	2.5
2.84	569.84	1.0	23.0	7	0	276.0	758	3,2,4,4,3,3,4	0,1.0,2.0,6.0,20.0,53.0,140.0	0.3,0.98,0.96,0.95,0.94,0.93,0.91	tensor([569.8408,   2.8417])	0.02	2.8
6.52	166.3	0.94	99.0	7	1	200.0	406	3,4,1,3,3,2,2,4,4,3	0,1.0,4.0,1.0,3.0,7.0,8.0,10.0,28.0,84.0	0.3,0.98,0.96,0.96,0.94,0.93,0.92,0.90,0.88,0.89	tensor([166.3017,   6.5181])	0.02	2.45
7.78	123.04	0.99	11.0	8	0	288.0	446	3,3,3,2,3,3,3,2	0,1.0,3.0,8.0,10.0,24.0,56.0,132.0	0.3,0.98,0.96,0.94,0.93,0.92,0.91,0.89	tensor([123.0368,   7.7805])	0.01	2.2
5.62	101.37	0.98	18.0	4	1	281.0	388	2,4,3,2,3,4,1,4,4,3,3	0,1.0,4.0,11.0,13.0,33.0,107.0,1.0,4.0,14.0,39.0	0.19,0.92,0.92,0.92,0.90,0.89,0.90,0.99,0.96,0.93,0.91	tensor([101.3680,   5.6221])	0.02	2.75
3.74	372.0	0.98	79.0	7	0	220.0	507	4,2,2,4,3,3,4	0,4.0,5.0,6.0,17.0,40.0,94.0	0.33,0.96,0.95,0.94,0.94,0.93,0.92	tensor([371.9993,   3.7412])	0.01	2.5
7.75	138.29	0.97	38.0	9	0	261.0	485	3,2,3,3,3,2,2,3,4	0,1.0,2.0,5.0,12.0,28.0,34.0,41.0,84.0	0.3,0.98,0.96,0.94,0.93,0.92,0.90,0.88,0.86	tensor([138.2921,   7.7510])	0.02	2.2
4.98	51.36	0.94	29.0	3	1	270.0	303	4,4,3,2,2,2,1,4,4,4	0,4.0,13.0,34.0,41.0,49.0,59.0,1.0,4.0,11.0	0.33,0.96,0.95,0.94,0.93,0.92,0.91,0.98,0.95,0.94	tensor([51.3608,  4.9805])	0.02	2.45
3.77	303.64	0.98	50.0	6	0	249.0	507	4,4,3,2,3,3	0,4.0,13.0,34.0,41.0,103.0	0.33,0.96,0.95,0.94,0.93,0.92	tensor([303.6411,   3.7661])	0.01	2.5
7.45	96.62	0.88	120.0	6	1	179.0	338	3,2,2,2,4,1,4,3,2,3,4,4	0,1.0,2.0,3.0,4.0,11.0,1.0,4.0,9.0,11.0,22.0,57.0	0.3,0.98,0.96,0.95,0.93,0.91,0.97,0.90,0.89,0.86,0.83,0.81	tensor([96.6209,  7.4468])	0.02	2.3
1.6	367.03	0.96	147.0	6	0	152.0	403	3,2,4,4,4,4	0,1.0,2.0,6.0,20.0,69.0	0.3,0.98,0.96,0.95,0.94,0.94	tensor([367.0291,   1.6015])	0.02	2.95
6.56	91.5	0.9	92.0	7	0	207.0	303	3,3,4,3,2,3,2	0,1.0,3.0,10.0,27.0,32.0,80.0	0.3,0.98,0.96,0.95,0.93,0.92,0.91	tensor([91.4959,  6.5625])	0.01	2.35
6.54	129.51	0.97	32.0	6	1	267.0	417	3,4,3,1,2,4,3,4,3,2	0,1.0,4.0,11.0,1.0,2.0,6.0,15.0,48.0,125.0	0.3,0.98,0.96,0.94,0.97,0.95,0.93,0.92,0.92,0.90	tensor([129.5060,   6.5440])	0.02	2.45
4.72	290.65	0.96	117.0	6	0	182.0	510	1,3,3,4,4,4	0,1.0,3.0,8.0,26.0,90.0	0.19,0.91,0.88,0.87,0.88,0.89	tensor([290.6489,   4.7172])	0.01	2.95
2.85	485.3	0.99	51.0	7	0	248.0	641	3,4,3,3,2,4,4	0,1.0,4.0,11.0,29.0,35.0,114.0	0.3,0.98,0.96,0.94,0.93,0.92,0.92	tensor([485.2988,   2.8490])	0.02	2.8
8.72	60.74	0.89	67.0	9	1	232.0	330	2,3,3,2,4,1,2,3,2,3,2,2,3,4,3	0,1.0,3.0,8.0,10.0,31.0,1.0,2.0,4.0,5.0,10.0,12.0,14.0,24.0,53.0	0.19,0.92,0.91,0.91,0.88,0.89,0.98,0.96,0.93,0.91,0.88,0.85,0.83,0.83,0.82	tensor([60.7406,  8.7214])	0.03	1.85
1.61	589.25	0.99	30.0	5	1	269.0	729	3,4,3,3,1,3,4,4,4,4	0,1.0,4.0,11.0,29.0,1.0,3.0,10.0,34.0,122.0	0.3,0.98,0.96,0.94,0.93,0.98,0.96,0.94,0.93,0.93	tensor([589.2504,   1.6087])	0.02	3.05
9.92	22.47	0.99	2.0	7	6	297.0	315	4,4,1,4,1,3,3,1,4,2,3,2,4,1,2,3,3,1,2,4,2,4,3,3,1,2,4,3,2,3,3,3	0,4.0,13.0,1.0,4.0,1.0,3.0,7.0,1.0,4.0,5.0,11.0,13.0,35.0,1.0,2.0,4.0,7.0,1.0,2.0,5.0,6.0,12.0,20.0,33.0,1.0,2.0,5.0,7.0,8.0,11.0,14.0	0.33,0.96,0.95,0.98,0.96,0.96,0.94,0.93,0.97,0.92,0.90,0.89,0.87,0.83,0.97,0.95,0.92,0.90,0.96,0.92,0.88,0.86,0.87,0.89,0.90,0.98,0.96,0.93,0.93,0.93,0.92,0.92	tensor([22.4685,  9.9237])	0.06	1.3
1.0	319.13	0.94	175.0	5	0	124.0	320	3,4,4,4,4	0,1.0,4.0,14.0,51.0	0.3,0.98,0.96,0.95,0.94	tensor([319.1308,   1.0000])	0.01	3.1
6.56	134.51	0.97	38.0	7	0	261.0	411	3,3,3,3,3,3,2	0,1.0,3.0,8.0,20.0,50.0,125.0	0.3,0.98,0.96,0.94,0.93,0.92,0.91	tensor([134.5075,   6.5551])	0.01	2.35
3.77	303.64	0.98	49.0	6	0	250.0	508	4,4,3,2,3,3	0,4.0,13.0,34.0,41.0,103.0	0.33,0.96,0.95,0.94,0.93,0.92	tensor([303.6411,   3.7661])	0.01	2.5
2.52	301.47	0.96	110.0	5	0	189.0	420	4,3,4,3,3	0,4.0,10.0,33.0,87.0	0.33,0.96,0.95,0.95,0.93	tensor([301.4707,   2.5212])	0.01	2.65
4.99	242.49	0.95	124.0	5	1	175.0	432	2,2,3,1,3,4,4,4,4	0,1.0,2.0,5.0,1.0,3.0,8.0,24.0,76.0	0.19,0.92,0.85,0.88,0.94,0.87,0.85,0.87,0.89	tensor([242.4945,   4.9913])	0.02	2.75
5.59	192.46	0.95	89.0	5	1	210.0	436	2,3,4,2,3,1,3,3,4,4,4	0,1.0,3.0,10.0,12.0,30.0,1.0,3.0,7.0,21.0,67.0	0.19,0.92,0.91,0.92,0.91,0.90,0.98,0.95,0.91,0.87,0.88	tensor([192.4571,   5.5852])	0.02	2.75
6.52	225.22	0.98	39.0	6	1	260.0	549	3,3,3,1,3,3,3,4,3,3	0,1.0,3.0,8.0,1.0,3.0,7.0,16.0,48.0,118.0	0.3,0.98,0.96,0.94,0.97,0.94,0.92,0.90,0.90,0.89	tensor([225.2169,   6.5182])	0.02	2.45
3.77	78.98	0.98	13.0	4	1	286.0	335	4,4,2,3,4,1,2,4,4,3	0,4.0,13.0,16.0,40.0,130.0,1.0,2.0,6.0,19.0	0.33,0.96,0.95,0.95,0.94,0.94,0.99,0.98,0.96,0.95	tensor([78.9792,  3.7699])	0.02	2.6
7.48	61.47	0.97	20.0	5	3	279.0	333	3,3,4,3,3,1,2,3,2,3,1,2,1,4,4,4,3,2	0,1.0,3.0,10.0,27.0,72.0,1.0,2.0,5.0,6.0,13.0,1.0,2.0,1.0,4.0,9.0,22.0,45.0	0.3,0.98,0.96,0.95,0.93,0.92,0.99,0.97,0.95,0.94,0.91,0.97,0.94,0.94,0.85,0.91,0.93,0.92	tensor([61.4653,  7.4830])	0.03	1.9
4.07	203.43	0.92	162.0	6	0	137.0	300	3,3,3,3,3,4	0,1.0,3.0,8.0,20.0,50.0	0.3,0.98,0.96,0.94,0.93,0.92	tensor([203.4255,   4.0745])	0.01	2.65
9.97	42.57	0.98	9.0	9	6	290.0	364	4,4,1,1,1,3,2,4,1,3,3,2,4,1,4,1,3,4,2,3,3,3,2,3,3	0,4.0,13.0,1.0,1.0,1.0,3.0,4.0,10.0,1.0,3.0,6.0,7.0,15.0,1.0,4.0,1.0,3.0,6.0,7.0,11.0,18.0,29.0,35.0,51.0	0.33,0.96,0.95,0.98,0.95,0.91,0.83,0.79,0.82,0.95,0.89,0.85,0.83,0.85,0.96,0.90,0.94,0.87,0.88,0.86,0.86,0.85,0.85,0.82,0.83	tensor([42.5728,  9.9719])	0.04	1.45
5.0	195.36	1.0	2.0	6	2	297.0	472	4,4,4,1,3,3,2,4,1,2,3,4,4,2,4	0,4.0,13.0,45.0,1.0,3.0,8.0,10.0,32.0,1.0,2.0,5.0,15.0,47.0,56.0	0.33,0.96,0.95,0.95,0.99,0.97,0.95,0.94,0.94,0.98,0.97,0.94,0.93,0.93,0.91	tensor([195.3642,   4.9997])	0.03	2.55
5.65	111.86	0.9	110.0	6	0	189.0	301	2,3,4,3,4,2	0,1.0,3.0,10.0,27.0,93.0	0.19,0.92,0.91,0.92,0.91,0.92	tensor([111.8638,   5.6454])	0.01	2.65
8.74	16.76	0.92	13.0	5	4	286.0	301	3,2,3,3,1,4,3,2,2,3,1,3,3,3,3,3,1,3,4,2,2,4,2,1,4,2,2,4,3	0,1.0,2.0,5.0,12.0,1.0,4.0,9.0,11.0,13.0,26.0,1.0,3.0,5.0,9.0,16.0,29.0,1.0,3.0,6.0,7.0,8.0,15.0,18.0,1.0,4.0,5.0,6.0,10.0	0.3,0.98,0.96,0.94,0.93,0.97,0.93,0.91,0.90,0.88,0.84,0.97,0.93,0.91,0.88,0.86,0.84,0.97,0.93,0.91,0.90,0.88,0.88,0.86,0.97,0.91,0.89,0.87,0.89	tensor([16.7616,  8.7354])	0.05	1.45
4.09	223.1	0.94	122.0	6	0	177.0	381	3,4,3,3,3,3	0,1.0,4.0,11.0,29.0,77.0	0.3,0.98,0.96,0.94,0.93,0.92	tensor([223.0989,   4.0893])	0.01	2.65
5.0	200.82	0.96	66.0	6	0	233.0	412	4,3,3,3,2,3	0,4.0,10.0,25.0,63.0,76.0	0.33,0.96,0.95,0.94,0.93,0.92	tensor([200.8161,   4.9953])	0.01	2.35
5.02	88.07	0.98	13.0	5	1	286.0	354	4,4,3,3,1,3,3,4,3,2	0,4.0,13.0,34.0,90.0,1.0,3.0,7.0,22.0,57.0	0.33,0.96,0.95,0.94,0.93,0.99,0.97,0.96,0.95,0.93	tensor([88.0743,  5.0175])	0.02	2.45
4.41	271.87	0.95	122.0	6	0	177.0	442	2,4,3,3,3,4	0,1.0,4.0,11.0,29.0,77.0	0.19,0.92,0.92,0.92,0.91,0.90	tensor([271.8656,   4.4051])	0.01	2.8
6.54	130.19	0.99	7.0	6	1	292.0	442	3,3,4,3,1,2,3,4,4,3,2	0,1.0,3.0,10.0,27.0,1.0,2.0,5.0,15.0,48.0,125.0	0.3,0.98,0.96,0.95,0.93,0.98,0.96,0.94,0.92,0.92,0.90	tensor([130.1861,   6.5403])	0.02	2.45
8.71	60.92	0.83	111.0	7	2	188.0	310	3,2,3,4,1,1,4,2,2,3,3,4,3	0,1.0,2.0,5.0,15.0,1.0,1.0,4.0,5.0,6.0,12.0,23.0,58.0	0.3,0.98,0.96,0.94,0.94,0.98,0.94,0.86,0.84,0.81,0.80,0.79,0.79	tensor([60.9158,  8.7075])	0.02	2.1
4.41	271.87	0.95	122.0	6	0	177.0	442	2,4,3,3,3,4	0,1.0,4.0,11.0,29.0,77.0	0.19,0.92,0.92,0.92,0.91,0.90	tensor([271.8656,   4.4051])	0.01	2.8
