difficulty	stability	retrievability	delta_t	reps	lapses	last_date	due	r_history	t_history	p_history	states	time	factor
6.88	246.33	0.99	12.0	5	0	287.0	774	2,3,3,3,3	0,3.0,14.0,53.0,172.0	0.19,0.79,0.82,0.82,0.82	tensor([246.3251,   6.8755])	0.01	2.5
9.9	9.26	0.97	3.0	1	3	296.0	314	4,1,3,3,1,4,1,3	0,21.0,6.0,29.0,113.0,14.0,57.0,10.0	0.33,0.82,0.83,0.82,0.82,0.82,0.82,0.83	tensor([9.2639, 9.9028])	0.01	2.5
9.97	27.08	0.89	30.0	3	3	269.0	322	1,3,3,1,1,2,4,2,3,3,3,1,4,3,2	0,2.0,7.0,21.0,6.0,3.0,3.0,8.0,8.0,15.0,25.0,41.0,9.0,22.0,53.0	0.19,0.83,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.82,0.82,0.82,0.82,0.82,0.82	tensor([27.0779,  9.9654])	0.02	2.5
4.99	45.28	1.0	2.0	1	1	297.0	386	4,4,1,3	0,21.0,212.0,18.0	0.33,0.82,0.82,0.82	tensor([45.2825,  4.9896])	0.01	2.5
9.99	48.58	0.98	8.0	5	1	291.0	387	2,4,1,3,3,2,2,3	0,3.0,24.0,7.0,22.0,63.0,63.0,63.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82	tensor([48.5832,  9.9859])	0.01	2.5
2.5	465.16	0.97	113.0	3	0	186.0	1105	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
5.62	326.46	0.98	70.0	6	0	229.0	874	2,2,3,3,4,4	0,3.0,3.0,10.0,31.0,136.0	0.19,0.79,0.79,0.82,0.82,0.82	tensor([326.4620,   5.6195])	0.01	2.5
2.51	497.78	1.0	20.0	3	0	279.0	1262	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
9.96	29.23	0.97	9.0	3	4	290.0	348	1,1,3,4,1,1,4,3,3,3,1,3,3,3	0,2.0,1.0,2.0,6.0,3.0,2.0,6.0,16.0,41.0,94.0,13.0,22.0,36.0	0.19,0.83,0.87,0.85,0.83,0.82,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.82	tensor([29.2272,  9.9580])	0.02	2.5
5.32	189.19	0.97	44.0	4	0	255.0	629	3,4,2,3	0,11.0,99.0,99.0	0.3,0.82,0.82,0.82	tensor([189.1936,   5.3185])	0.01	2.5
7.48	168.67	0.96	56.0	6	1	243.0	576	2,2,2,1,3,2,4,4,3,3	0,3.0,3.0,3.0,2.0,4.0,4.0,10.0,42.0,126.0	0.19,0.79,0.79,0.79,0.79,0.80,0.80,0.82,0.82,0.82	tensor([168.6665,   7.4821])	0.02	2.5
3.75	107.33	0.98	20.0	3	0	279.0	491	4,4,2	0,21.0,212.0	0.33,0.82,0.82	tensor([107.3316,   3.7484])	0.01	2.5
6.21	267.36	0.97	62.0	8	1	237.0	765	1,1,3,2,3,3,3,4,4,4	0,2.0,1.0,2.0,2.0,4.0,8.0,14.0,34.0,124.0	0.19,0.83,0.87,0.85,0.85,0.83,0.82,0.82,0.82,0.82	tensor([267.3567,   6.2066])	0.02	2.5
4.99	90.74	0.96	32.0	4	0	267.0	446	4,2,4,2	0,21.0,21.0,179.0	0.33,0.82,0.82,0.82	tensor([90.7390,  4.9859])	0.01	2.5
9.97	38.89	0.99	3.0	4	2	296.0	373	3,1,3,4,1,3,2,3,3	0,11.0,5.0,18.0,92.0,13.0,31.0,31.0,49.0	0.3,0.82,0.80,0.82,0.82,0.82,0.82,0.82,0.82	tensor([38.8911,  9.9719])	0.01	2.5
6.54	244.24	0.99	24.0	5	0	275.0	758	3,2,3,3,3	0,11.0,11.0,46.0,161.0	0.3,0.82,0.82,0.82,0.82	tensor([244.2392,   6.5439])	0.01	2.5
6.25	88.88	0.84	152.0	3	6	147.0	323	1,1,3,1,1,4,2,3,2,3,1,1,4,2,1,4,4,4	0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,6.0,11.0,4.0,2.0,6.0,6.0,3.0,8.0,35.0	0.19,0.83,0.87,0.85,0.78,0.84,0.83,0.83,0.82,0.82,0.82,0.83,0.85,0.82,0.82,0.82,0.83,0.82	tensor([88.8768,  6.2483])	0.03	2.5
8.74	85.68	0.96	36.0	9	2	263.0	432	1,3,1,1,3,2,3,3,3,3,2,4,3	0,2.0,7.0,3.0,2.0,4.0,4.0,7.0,13.0,22.0,37.0,37.0,79.0	0.19,0.83,0.82,0.84,0.82,0.82,0.82,0.83,0.82,0.82,0.82,0.82,0.82	tensor([85.6775,  8.7354])	0.02	2.5
5.95	295.71	0.98	63.0	6	0	236.0	820	1,4,2,3,4,4	0,2.0,12.0,12.0,33.0,131.0	0.19,0.83,0.82,0.82,0.82,0.82	tensor([295.7064,   5.9538])	0.01	2.5
6.54	176.02	0.94	96.0	3	1	203.0	551	3,1,4,3,3	0,11.0,5.0,30.0,111.0	0.3,0.82,0.80,0.82,0.82	tensor([176.0229,   6.5402])	0.01	2.5
9.97	15.98	0.83	30.0	2	4	269.0	301	4,1,1,1,2,2,4,3,4,2,1,3,3	0,21.0,6.0,3.0,2.0,2.0,2.0,6.0,17.0,67.0,67.0,11.0,19.0	0.33,0.82,0.83,0.83,0.81,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.82	tensor([15.9805,  9.9719])	0.02	2.5
5.31	115.35	0.85	185.0	3	0	114.0	342	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
2.51	497.78	1.0	19.0	3	0	280.0	1263	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
8.73	39.27	0.92	31.0	3	3	268.0	346	2,4,1,3,4,1,1,4,3,3	0,3.0,24.0,7.0,22.0,101.0,13.0,5.0,13.0,33.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([39.2676,  8.7251])	0.02	2.5
3.75	107.33	0.98	19.0	3	0	280.0	492	4,4,2	0,21.0,212.0	0.33,0.82,0.82	tensor([107.3316,   3.7484])	0.01	2.5
7.77	163.32	0.99	9.0	6	0	290.0	613	3,2,3,2,3,3	0,11.0,11.0,46.0,46.0,129.0	0.3,0.82,0.82,0.82,0.82,0.82	tensor([163.3247,   7.7731])	0.01	2.5
4.98	59.99	0.83	112.0	3	0	187.0	306	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
7.45	128.25	0.94	74.0	11	1	225.0	478	1,1,2,4,2,3,2,2,3,3,3,4,4	0,2.0,1.0,1.0,4.0,4.0,7.0,7.0,7.0,12.0,21.0,35.0,77.0	0.19,0.83,0.87,0.87,0.80,0.80,0.82,0.82,0.82,0.83,0.82,0.82,0.82	tensor([128.2534,   7.4533])	0.03	2.5
5.97	114.92	0.84	194.0	4	0	105.0	332	1,4,3,4	0,2.0,12.0,44.0	0.19,0.83,0.82,0.82	tensor([114.9216,   5.9725])	0.01	2.5
6.22	93.46	0.87	123.0	3	1	176.0	361	4,1,4,2,3	0,21.0,6.0,51.0,51.0	0.33,0.82,0.83,0.82,0.82	tensor([93.4636,  6.2161])	0.01	2.5
3.74	347.22	0.97	108.0	4	0	191.0	877	4,2,3,4	0,21.0,21.0,102.0	0.33,0.82,0.82,0.82	tensor([347.2164,   3.7419])	0.01	2.5
4.98	52.7	0.83	98.0	1	1	201.0	305	4,3,1,4	0,21.0,119.0,14.0	0.33,0.82,0.82,0.82	tensor([52.7014,  4.9822])	0.01	2.5
2.5	465.16	0.97	112.0	3	0	187.0	1106	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
9.96	34.43	1.0	1.0	8	4	298.0	366	4,2,1,1,3,1,3,3,1,4,2,2,3,2,3,4,2	0,21.0,21.0,6.0,3.0,6.0,3.0,6.0,11.0,4.0,11.0,11.0,11.0,19.0,19.0,31.0,68.0	0.33,0.82,0.82,0.83,0.83,0.82,0.82,0.81,0.81,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([34.4288,  9.9617])	0.03	2.5
7.44	107.01	0.89	121.0	4	1	178.0	389	4,1,2,3,3,3	0,21.0,6.0,6.0,23.0,75.0	0.33,0.82,0.83,0.83,0.82,0.82	tensor([107.0148,   7.4388])	0.01	2.5
6.22	74.2	0.94	42.0	5	0	257.0	404	4,2,2,4,2	0,21.0,21.0,21.0,147.0	0.33,0.82,0.82,0.82,0.82	tensor([74.1962,  6.2198])	0.01	2.5
6.53	202.61	0.98	43.0	3	1	256.0	656	3,3,1,3,3,4	0,11.0,56.0,10.0,34.0,98.0	0.3,0.82,0.82,0.83,0.82,0.82	tensor([202.6098,   6.5328])	0.01	2.5
8.7	30.85	0.93	20.0	4	5	279.0	340	2,3,1,2,3,4,3,1,1,3,4,1,4,1,3,3,3,4	0,3.0,14.0,5.0,5.0,9.0,22.0,54.0,10.0,4.0,8.0,20.0,6.0,15.0,5.0,9.0,16.0,27.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.83,0.81,0.82,0.82,0.82,0.83,0.83,0.82,0.82	tensor([30.8524,  8.7038])	0.03	2.5
7.48	99.14	0.94	55.0	3	2	244.0	440	1,1,2,4,2,3,3,3,4,1,4,3,4	0,2.0,1.0,1.0,4.0,4.0,7.0,13.0,22.0,51.0,10.0,24.0,58.0	0.19,0.83,0.87,0.87,0.80,0.80,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([99.1385,  7.4849])	0.03	2.5
5.61	218.12	0.93	139.0	4	1	160.0	591	2,1,3,4,4,4	0,3.0,2.0,5.0,18.0,85.0	0.19,0.79,0.79,0.81,0.82,0.82	tensor([218.1227,   5.6121])	0.01	2.5
2.51	497.78	1.0	19.0	3	0	280.0	1263	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
2.51	497.78	1.0	18.0	3	0	281.0	1264	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
10.0	7.41	0.83	14.0	0	3	285.0	300	3,1,1,3,3,4,3,3,1	0,11.0,5.0,3.0,5.0,9.0,23.0,56.0,125.0	0.3,0.82,0.80,0.79,0.83,0.83,0.82,0.82,0.82	tensor([ 7.4126, 10.0000])	0.01	2.5
7.49	99.86	0.9	97.0	6	3	202.0	399	2,1,2,3,4,1,3,2,1,3,2,2,4,4,3	0,3.0,2.0,2.0,4.0,10.0,4.0,8.0,8.0,4.0,7.0,7.0,7.0,18.0,70.0	0.19,0.79,0.79,0.79,0.80,0.83,0.83,0.81,0.81,0.80,0.82,0.82,0.82,0.82,0.82	tensor([99.8611,  7.4886])	0.03	2.5
9.94	35.22	0.86	53.0	4	1	246.0	316	1,4,3,2,1,3,3,3,3	0,2.0,12.0,44.0,44.0,9.0,16.0,27.0,44.0	0.19,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([35.2194,  9.9440])	0.02	2.5
9.35	14.87	0.82	14.0	1	1	299.0	328	2,4,3,2,1,3	0,3.0,24.0,105.0,105.0,14.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([14.8747,  9.3513])	0.01	2.5
6.88	133.29	0.91	114.0	5	0	185.0	448	2,4,2,3,3	0,3.0,24.0,24.0,86.0	0.19,0.79,0.82,0.82,0.82	tensor([133.2947,   6.8792])	0.01	2.5
7.46	30.51	0.88	37.0	2	1	262.0	322	4,3,1,3,2	0,21.0,119.0,14.0,60.0	0.33,0.82,0.82,0.82,0.82	tensor([30.5088,  7.4600])	0.01	2.5
3.75	107.33	0.98	18.0	3	0	281.0	493	4,4,2	0,21.0,212.0	0.33,0.82,0.82	tensor([107.3316,   3.7484])	0.01	2.5
8.12	87.11	0.99	9.0	5	0	290.0	462	2,3,3,3,2	0,3.0,14.0,53.0,172.0	0.19,0.79,0.82,0.82,0.82	tensor([87.1080,  8.1158])	0.01	2.5
3.74	267.04	0.96	111.0	3	0	188.0	716	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
4.98	59.99	0.83	111.0	3	0	188.0	307	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
3.74	347.22	0.97	107.0	4	0	192.0	878	4,2,3,4	0,21.0,21.0,102.0	0.33,0.82,0.82,0.82	tensor([347.2164,   3.7419])	0.01	2.5
2.84	381.98	0.96	141.0	3	0	158.0	913	3,4,4	0,11.0,99.0	0.3,0.82,0.82	tensor([381.9819,   2.8380])	0.01	2.5
7.2	103.18	0.85	166.0	5	0	133.0	337	1,3,3,3,4	0,2.0,7.0,21.0,55.0	0.19,0.83,0.82,0.82,0.82	tensor([103.1836,   7.1960])	0.01	2.5
4.98	202.62	0.94	107.0	4	0	192.0	592	4,2,3,3	0,21.0,21.0,102.0	0.33,0.82,0.82,0.82	tensor([202.6190,   4.9822])	0.01	2.5
6.52	136.59	0.89	148.0	4	1	151.0	421	3,1,2,4,3,4	0,11.0,5.0,5.0,20.0,62.0	0.3,0.82,0.80,0.80,0.82,0.82	tensor([136.5942,   6.5217])	0.01	2.5
9.99	5.68	0.85	9.0	2	4	290.0	301	4,1,4,2,1,3,1,3,3,2,1,2,3	0,21.0,6.0,51.0,51.0,10.0,27.0,7.0,13.0,22.0,22.0,6.0,6.0	0.33,0.82,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.83,0.83	tensor([5.6806, 9.9859])	0.02	2.5
7.46	109.49	0.89	128.0	5	2	171.0	387	2,2,1,3,1,3,3,4,4,3	0,3.0,3.0,2.0,4.0,2.0,4.0,8.0,20.0,77.0	0.19,0.79,0.79,0.79,0.80,0.83,0.82,0.81,0.82,0.82	tensor([109.4888,   7.4608])	0.02	2.5
5.31	115.35	0.85	184.0	3	0	115.0	343	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
4.07	269.07	0.94	149.0	4	0	150.0	682	3,2,4,4	0,11.0,11.0,80.0	0.3,0.82,0.82,0.82	tensor([269.0724,   4.0708])	0.01	2.5
6.23	203.72	0.94	117.0	5	2	182.0	584	2,1,1,4,3,3,4,4	0,3.0,2.0,1.0,3.0,9.0,24.0,91.0	0.19,0.79,0.79,0.84,0.83,0.82,0.82,0.82	tensor([203.7157,   6.2279])	0.01	2.5
2.84	381.98	0.96	140.0	3	0	159.0	914	3,4,4	0,11.0,99.0	0.3,0.82,0.82	tensor([381.9819,   2.8380])	0.01	2.5
7.48	83.91	0.94	44.0	4	2	255.0	421	2,1,3,4,4,1,2,3,4,4	0,3.0,2.0,5.0,18.0,85.0,12.0,12.0,21.0,48.0	0.19,0.79,0.79,0.81,0.82,0.82,0.83,0.83,0.82,0.82	tensor([83.9118,  7.4811])	0.02	2.5
2.51	497.78	1.0	17.0	3	0	282.0	1265	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
5.96	209.46	0.93	132.0	5	0	167.0	581	1,3,3,4,4	0,2.0,7.0,21.0,88.0	0.19,0.83,0.82,0.82,0.82	tensor([209.4636,   5.9594])	0.01	2.5
8.72	67.12	0.9	68.0	4	3	231.0	364	2,2,1,3,2,1,4,3,1,4,4,2,3	0,3.0,3.0,2.0,4.0,4.0,2.0,6.0,17.0,6.0,15.0,60.0,60.0	0.19,0.79,0.79,0.79,0.80,0.80,0.83,0.82,0.82,0.81,0.82,0.82,0.82	tensor([67.1157,  8.7186])	0.02	2.5
3.74	267.04	0.96	110.0	3	0	189.0	717	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
6.54	244.24	0.99	21.0	5	0	278.0	761	3,2,3,3,3	0,11.0,11.0,46.0,161.0	0.3,0.82,0.82,0.82,0.82	tensor([244.2392,   6.5439])	0.01	2.5
4.98	59.99	0.83	110.0	3	0	189.0	308	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
3.74	267.04	0.96	110.0	3	0	189.0	717	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
3.74	267.04	0.96	110.0	3	0	189.0	717	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
4.98	111.04	0.85	172.0	2	1	127.0	346	4,1,4,3	0,21.0,6.0,51.0	0.33,0.82,0.83,0.82	tensor([111.0447,   4.9785])	0.01	2.5
5.64	144.65	0.88	180.0	4	0	119.0	405	2,3,3,4	0,3.0,14.0,53.0	0.19,0.79,0.82,0.82	tensor([144.6465,   5.6400])	0.01	2.5
9.92	60.77	0.99	6.0	6	2	293.0	413	1,3,1,3,3,1,3,3,4,3,2,3	0,2.0,7.0,3.0,6.0,11.0,4.0,8.0,14.0,33.0,78.0,78.0	0.19,0.83,0.82,0.84,0.82,0.82,0.83,0.82,0.82,0.82,0.82,0.82	tensor([60.7686,  9.9237])	0.02	2.5
7.45	139.37	0.93	92.0	7	1	207.0	482	1,1,2,4,3,2,4,4,3	0,2.0,1.0,1.0,4.0,11.0,11.0,27.0,101.0	0.19,0.83,0.87,0.87,0.80,0.82,0.82,0.82,0.82	tensor([139.3668,   7.4543])	0.02	2.5
3.75	107.33	0.98	17.0	3	0	282.0	494	4,4,2	0,21.0,212.0	0.33,0.82,0.82	tensor([107.3316,   3.7484])	0.01	2.5
5.31	157.24	0.91	148.0	4	0	151.0	462	3,2,4,3	0,11.0,11.0,80.0	0.3,0.82,0.82,0.82	tensor([157.2424,   5.3111])	0.01	2.5
4.98	52.7	0.83	96.0	1	1	203.0	307	4,3,1,4	0,21.0,119.0,14.0	0.33,0.82,0.82,0.82	tensor([52.7014,  4.9822])	0.01	2.5
3.74	192.67	0.91	172.0	2	1	127.0	508	4,1,4,4	0,21.0,6.0,51.0	0.33,0.82,0.83,0.82	tensor([192.6693,   3.7382])	0.01	2.5
7.44	110.85	0.94	60.0	3	2	239.0	458	2,1,2,4,3,4,1,4,3,4	0,3.0,2.0,2.0,5.0,15.0,60.0,11.0,27.0,65.0	0.19,0.79,0.79,0.79,0.83,0.82,0.82,0.81,0.82,0.82	tensor([110.8488,   7.4441])	0.02	2.5
4.98	59.99	0.83	109.0	3	0	190.0	309	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
7.44	161.61	0.99	19.0	5	1	280.0	599	4,1,2,4,2,3,3	0,21.0,6.0,6.0,39.0,39.0,119.0	0.33,0.82,0.83,0.83,0.82,0.82,0.82	tensor([161.6141,   7.4361])	0.01	2.5
2.5	465.16	0.97	109.0	3	0	190.0	1109	4,3,4	0,21.0,119.0	0.33,0.82,0.82	tensor([465.1598,   2.5044])	0.01	2.5
6.21	140.22	0.82	81.0	3	1	299.0	576	4,3,1,2,4,3	0,21.0,119.0,14.0,14.0,81.0	0.33,0.82,0.82,0.82,0.82,0.82	tensor([140.2187,   6.2133])	0.01	2.5
4.07	198.57	0.91	182.0	3	0	117.0	509	3,3,4	0,11.0,56.0	0.3,0.82,0.82	tensor([198.5656,   4.0745])	0.01	2.5
4.99	9.33	0.84	16.0	0	1	283.0	301	4,4,1	0,21.0,212.0	0.33,0.82,0.82	tensor([9.3258, 4.9887])	0.0	2.5
9.99	26.8	0.87	37.0	5	1	262.0	315	2,3,3,1,4,2,2,2,3	0,3.0,14.0,53.0,10.0,33.0,33.0,33.0,33.0	0.19,0.79,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([26.8020,  9.9859])	0.01	2.5
5.31	157.24	0.91	147.0	4	0	152.0	463	3,2,4,3	0,11.0,11.0,80.0	0.3,0.82,0.82,0.82	tensor([157.2424,   5.3111])	0.01	2.5
5.31	157.24	0.91	147.0	4	0	152.0	463	3,2,4,3	0,11.0,11.0,80.0	0.3,0.82,0.82,0.82	tensor([157.2424,   5.3111])	0.01	2.5
4.08	219.66	0.93	139.0	3	0	160.0	594	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
7.47	159.28	0.95	74.0	5	2	225.0	540	2,1,1,4,3,4,3,3	0,3.0,2.0,1.0,3.0,9.0,39.0,118.0	0.19,0.79,0.79,0.84,0.83,0.82,0.82,0.82	tensor([159.2787,   7.4719])	0.01	2.5
6.88	140.17	0.96	50.0	5	0	249.0	526	2,3,4,2,3	0,3.0,14.0,91.0,91.0	0.19,0.79,0.82,0.82,0.82	tensor([140.1711,   6.8792])	0.01	2.5
4.08	322.36	0.99	40.0	4	0	259.0	896	3,4,2,4	0,11.0,99.0,99.0	0.3,0.82,0.82,0.82	tensor([322.3556,   4.0782])	0.01	2.5
4.98	59.99	0.83	109.0	3	0	190.0	309	4,3,2	0,21.0,119.0	0.33,0.82,0.82	tensor([59.9877,  4.9849])	0.0	2.5
5.31	115.35	0.85	182.0	3	0	117.0	345	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
4.98	181.87	0.98	35.0	2	1	264.0	623	4,3,1,3,4	0,21.0,119.0,14.0,60.0	0.33,0.82,0.82,0.82,0.82	tensor([181.8705,   4.9795])	0.01	2.5
4.99	9.33	0.84	16.0	0	1	283.0	301	4,4,1	0,21.0,212.0	0.33,0.82,0.82	tensor([9.3258, 4.9887])	0.0	2.5
7.5	50.49	0.91	46.0	2	3	253.0	353	2,1,3,3,3,1,3,4,3,1,4,4	0,3.0,2.0,5.0,12.0,26.0,7.0,12.0,29.0,69.0,11.0,27.0	0.19,0.79,0.79,0.81,0.81,0.82,0.82,0.83,0.82,0.82,0.82,0.82	tensor([50.4933,  7.4951])	0.02	2.5
8.75	12.31	0.98	2.0	1	3	297.0	321	3,2,4,1,3,1,4,3,1,4	0,11.0,11.0,80.0,12.0,39.0,9.0,22.0,53.0,10.0	0.3,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([12.3061,  8.7457])	0.02	2.5
8.72	46.46	0.92	35.0	3	1	264.0	356	1,3,2,4,3,2,1,3,4,3	0,2.0,7.0,7.0,21.0,55.0,55.0,10.0,17.0,40.0	0.19,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([46.4612,  8.7214])	0.02	2.5
3.74	267.04	0.96	108.0	3	0	191.0	719	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
6.23	245.31	1.0	1.0	4	2	298.0	783	1,3,1,3,3,4,2,1,3,4,4,4	0,2.0,7.0,3.0,6.0,11.0,27.0,27.0,7.0,13.0,31.0,113.0	0.19,0.83,0.82,0.84,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([245.3084,   6.2344])	0.02	2.5
9.99	10.37	0.98	2.0	1	6	297.0	317	2,1,1,4,3,2,2,4,1,4,1,4,1,4,3,3,1,3	0,3.0,2.0,1.0,3.0,9.0,9.0,9.0,22.0,7.0,17.0,6.0,15.0,5.0,13.0,34.0,79.0,12.0	0.19,0.79,0.79,0.84,0.83,0.82,0.82,0.82,0.82,0.81,0.82,0.81,0.82,0.83,0.82,0.82,0.82,0.82	tensor([10.3705,  9.9859])	0.03	2.5
7.76	55.2	0.92	44.0	2	2	255.0	364	3,1,4,3,1,3,4	0,11.0,5.0,30.0,111.0,14.0,33.0	0.3,0.82,0.80,0.82,0.82,0.82,0.82	tensor([55.2009,  7.7583])	0.01	2.5
3.74	267.04	0.96	108.0	3	0	191.0	719	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
6.18	213.69	0.96	89.0	4	2	210.0	632	4,1,1,3,3,4,4	0,21.0,6.0,3.0,9.0,25.0,95.0	0.33,0.82,0.83,0.83,0.83,0.82,0.82	tensor([213.6879,   6.1811])	0.01	2.5
4.08	219.66	0.93	138.0	3	0	161.0	595	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
6.23	254.71	0.97	73.0	5	2	226.0	729	2,1,1,4,3,4,3,4	0,3.0,2.0,1.0,3.0,9.0,39.0,118.0	0.19,0.79,0.79,0.84,0.83,0.82,0.82,0.82	tensor([254.7081,   6.2316])	0.01	2.5
3.74	267.04	0.96	108.0	3	0	191.0	719	4,3,3	0,21.0,119.0	0.33,0.82,0.82	tensor([267.0356,   3.7447])	0.0	2.5
5.01	483.99	0.82	189.0	4	1	299.0	1255	1,3,1,4,4,4,4	0,2.0,7.0,3.0,9.0,38.0,189.0	0.19,0.83,0.82,0.84,0.81,0.82,0.82	tensor([483.9851,   5.0052])	0.02	2.5
9.97	32.06	0.91	27.0	4	1	272.0	335	1,3,3,4,1,3,2,3,3	0,2.0,7.0,21.0,88.0,13.0,25.0,25.0,40.0	0.19,0.83,0.82,0.82,0.82,0.82,0.82,0.82,0.82	tensor([32.0571,  9.9719])	0.02	2.5
2.51	497.78	1.0	15.0	3	0	284.0	1267	4,4,3	0,21.0,212.0	0.33,0.82,0.82	tensor([497.7762,   2.5081])	0.01	2.5
3.75	107.33	0.98	15.0	3	0	284.0	496	4,4,2	0,21.0,212.0	0.33,0.82,0.82	tensor([107.3316,   3.7484])	0.01	2.5
2.84	381.98	0.96	138.0	3	0	161.0	916	3,4,4	0,11.0,99.0	0.3,0.82,0.82	tensor([381.9819,   2.8380])	0.01	2.5
7.46	122.44	0.91	107.0	5	2	192.0	434	2,1,4,1,3,3,4,3,4	0,3.0,2.0,8.0,4.0,7.0,13.0,31.0,73.0	0.19,0.79,0.79,0.82,0.80,0.82,0.81,0.82,0.82	tensor([122.4395,   7.4570])	0.02	2.5
4.97	97.85	0.82	192.0	2	1	107.0	300	4,1,3,4	0,21.0,6.0,29.0	0.33,0.82,0.83,0.82	tensor([97.8509,  4.9748])	0.01	2.5
3.75	380.66	0.99	27.0	4	0	272.0	1024	4,2,4,3	0,21.0,21.0,179.0	0.33,0.82,0.82,0.82	tensor([380.6573,   3.7457])	0.01	2.5
4.08	219.66	0.93	138.0	3	0	161.0	595	3,4,3	0,11.0,99.0	0.3,0.82,0.82	tensor([219.6633,   4.0783])	0.01	2.5
6.88	246.33	1.0	6.0	5	0	293.0	780	2,3,3,3,3	0,3.0,14.0,53.0,172.0	0.19,0.79,0.82,0.82,0.82	tensor([246.3251,   6.8755])	0.01	2.5
5.31	115.35	0.85	181.0	3	0	118.0	346	3,3,3	0,11.0,56.0	0.3,0.82,0.82	tensor([115.3496,   5.3148])	0.0	2.5
7.2	156.83	0.94	94.0	5	0	205.0	515	1,3,4,3,3	0,2.0,7.0,34.0,110.0	0.19,0.83,0.82,0.82,0.82	tensor([156.8320,   7.2034])	0.01	2.5
4.98	202.62	0.95	103.0	4	0	196.0	596	4,2,3,3	0,21.0,21.0,102.0	0.33,0.82,0.82,0.82	tensor([202.6190,   4.9822])	0.01	2.5
8.38	36.11	0.89	41.0	2	1	258.0	329	1,2,3,3,4,4,1,3,4	0,2.0,2.0,5.0,10.0,29.0,117.0,14.0,27.0	0.19,0.83,0.83,0.81,0.82,0.82,0.82,0.82,0.82	tensor([36.1054,  8.3842])	0.02	2.5
6.87	166.45	0.98	24.0	6	0	275.0	604	2,4,2,3,2,4	0,3.0,24.0,24.0,86.0,86.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([166.4508,   6.8708])	0.01	2.5
5.63	304.93	0.98	50.0	3	1	249.0	851	2,4,1,4,3,4	0,3.0,24.0,7.0,37.0,126.0	0.19,0.79,0.82,0.82,0.82,0.82	tensor([304.9286,   5.6306])	0.01	2.5
